Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1758272100000.0,3668.33,3668.33,3665.92,3665.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272160000.0,3665.93,3667.94,3665.93,3666.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272220000.0,3666.41,3667.88,3666.41,3667.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272280000.0,3667.39,3667.92,3667.39,3667.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272340000.0,3667.92,3668.13,3667.39,3668.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272400000.0,3668.13,3668.44,3667.67,3668.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272460000.0,3668.44,3668.72,3665.92,3668.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272520000.0,3668.36,3668.61,3665.03,3668.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272580000.0,3668.49,3668.52,3666.41,3668.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272640000.0,3668.52,3670.04,3665.27,3670.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272700000.0,3670.04,3670.54,3667.37,3670.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272760000.0,3670.37,3670.47,3667.7,3670.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272820000.0,3670.35,3670.51,3667.58,3670.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272880000.0,3670.43,3670.47,3667.57,3670.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758272940000.0,3670.47,3670.47,3667.59,3670.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273000000.0,3670.47,3670.5,3667.55,3670.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273060000.0,3670.49,3670.54,3667.63,3670.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273120000.0,3670.3,3670.3,3667.37,3670.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273180000.0,3670.3,3670.54,3670.29,3670.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273240000.0,3670.54,3670.54,3668.86,3670.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273300000.0,3670.03,3670.11,3667.26,3670.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273360000.0,3670.11,3671.05,3667.04,3671.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273420000.0,3671.05,3671.19,3669.59,3671.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273480000.0,3671.19,3671.22,3669.56,3671.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273540000.0,3671.22,3671.49,3668.61,3671.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273600000.0,3671.49,3671.49,3668.63,3671.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273660000.0,3671.21,3671.24,3668.29,3671.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273720000.0,3671.24,3671.54,3669.79,3671.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273780000.0,3671.54,3671.55,3669.79,3671.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273840000.0,3671.55,3671.55,3668.62,3669.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273900000.0,3669.83,3671.33,3669.83,3671.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758273960000.0,3671.07,3671.07,3668.09,3668.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274020000.0,3668.09,3670.99,3668.09,3668.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274080000.0,3668.81,3671.53,3668.81,3669.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274140000.0,3669.27,3670.86,3669.27,3669.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274200000.0,3669.99,3670.1,3667.51,3667.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274260000.0,3667.55,3670.1,3667.55,3668.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274320000.0,3668.57,3671.46,3668.57,3670.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274380000.0,3670.06,3670.7,3668.25,3668.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274440000.0,3668.26,3670.0,3668.26,3668.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274500000.0,3668.27,3669.98,3668.27,3668.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274560000.0,3668.34,3668.81,3667.51,3668.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274620000.0,3668.19,3669.2,3668.19,3668.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274680000.0,3668.84,3671.35,3668.46,3668.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274740000.0,3668.46,3669.33,3667.99,3668.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274800000.0,3668.32,3669.57,3668.32,3668.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274860000.0,3668.36,3669.57,3668.36,3669.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274920000.0,3669.57,3669.58,3667.26,3668.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758274980000.0,3668.02,3669.58,3668.02,3669.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275040000.0,3669.58,3669.59,3668.19,3669.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275100000.0,3669.59,3670.31,3668.42,3670.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275160000.0,3670.31,3670.31,3669.36,3669.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275220000.0,3669.36,3670.3,3669.0,3669.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275280000.0,3669.96,3669.96,3667.3,3667.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275340000.0,3667.3,3667.3,3666.79,3666.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275400000.0,3666.83,3669.62,3666.83,3666.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275460000.0,3666.89,3669.53,3666.0,3666.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275520000.0,3666.2,3670.1,3666.2,3668.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275580000.0,3668.14,3669.45,3668.14,3668.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275640000.0,3668.78,3668.78,3667.94,3668.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275700000.0,3668.07,3670.61,3667.92,3667.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275760000.0,3667.92,3670.55,3667.92,3668.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275820000.0,3668.22,3670.53,3668.22,3670.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275880000.0,3670.53,3670.53,3667.97,3668.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758275940000.0,3668.99,3670.87,3668.99,3669.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276000000.0,3669.11,3669.93,3668.76,3668.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276060000.0,3668.76,3669.89,3668.21,3668.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276120000.0,3668.21,3668.51,3667.96,3668.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276180000.0,3668.51,3669.76,3668.51,3668.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276240000.0,3668.55,3669.76,3668.02,3668.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276300000.0,3668.07,3669.54,3668.07,3668.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276360000.0,3668.18,3670.71,3668.18,3668.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276420000.0,3668.65,3670.68,3668.12,3670.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276480000.0,3670.68,3670.69,3667.88,3670.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276540000.0,3670.69,3670.69,3668.04,3668.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276600000.0,3668.04,3671.13,3668.04,3670.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276660000.0,3670.36,3670.36,3667.9,3670.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276720000.0,3670.36,3670.36,3668.45,3668.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276780000.0,3668.45,3670.36,3668.45,3670.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276840000.0,3670.06,3671.25,3669.55,3669.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276900000.0,3669.55,3671.23,3669.5,3669.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758276960000.0,3669.5,3669.7,3669.41,3669.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277020000.0,3669.54,3669.54,3669.41,3669.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277080000.0,3669.48,3670.6,3669.41,3670.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277140000.0,3670.6,3674.96,3669.41,3671.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277200000.0,3671.33,3681.7,3671.3,3671.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277260000.0,3671.3,3671.8,3670.81,3670.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277320000.0,3670.81,3671.16,3670.44,3671.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277380000.0,3671.16,3671.33,3670.35,3671.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277440000.0,3671.33,3671.45,3670.81,3671.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277500000.0,3671.45,3671.45,3664.76,3669.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277560000.0,3669.92,3669.92,3669.35,3669.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277620000.0,3669.92,3670.34,3669.37,3669.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277680000.0,3669.86,3670.52,3669.86,3670.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277740000.0,3670.52,3670.52,3669.35,3669.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277800000.0,3669.35,3670.65,3668.87,3668.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277860000.0,3668.87,3669.83,3668.87,3669.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277920000.0,3669.36,3669.83,3669.36,3669.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758277980000.0,3669.83,3669.83,3668.37,3668.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278040000.0,3668.85,3668.85,3667.89,3667.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278100000.0,3667.91,3668.85,3665.16,3665.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278160000.0,3665.16,3668.3,3665.16,3668.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278220000.0,3668.29,3668.29,3667.39,3667.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278280000.0,3667.39,3668.05,3667.39,3667.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278340000.0,3667.39,3668.05,3667.39,3668.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278400000.0,3668.05,3668.05,3667.39,3667.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278460000.0,3667.99,3668.06,3667.39,3667.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278520000.0,3667.39,3667.87,3666.9,3667.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278580000.0,3667.87,3667.87,3666.91,3666.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278640000.0,3666.93,3667.87,3666.93,3666.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278700000.0,3666.95,3667.88,3666.95,3666.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278760000.0,3666.95,3667.88,3666.95,3666.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278820000.0,3666.95,3668.29,3666.95,3667.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278880000.0,3667.4,3668.29,3667.4,3667.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758278940000.0,3667.4,3668.29,3667.4,3668.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279000000.0,3668.29,3668.29,3667.44,3667.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279060000.0,3667.44,3668.29,3666.6,3666.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279120000.0,3666.91,3667.87,3666.2,3666.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279180000.0,3666.21,3666.89,3666.21,3666.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279240000.0,3666.44,3666.89,3665.65,3665.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279300000.0,3665.68,3665.92,3665.68,3665.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279360000.0,3665.69,3665.92,3665.69,3665.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279420000.0,3665.69,3665.92,3664.95,3664.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279480000.0,3664.98,3665.92,3664.98,3665.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279540000.0,3665.47,3666.9,3665.47,3666.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279600000.0,3666.9,3666.9,3665.51,3665.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279660000.0,3665.52,3666.9,3665.41,3666.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279720000.0,3666.52,3666.52,3665.44,3665.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279780000.0,3665.44,3666.39,3665.44,3665.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279840000.0,3665.45,3666.41,3665.45,3665.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279900000.0,3665.93,3666.41,3665.49,3665.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758279960000.0,3665.49,3666.41,3665.49,3665.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280020000.0,3665.49,3666.41,3665.49,3666.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280080000.0,3666.41,3666.41,3665.53,3665.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280140000.0,3665.53,3666.41,3665.53,3665.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280200000.0,3665.53,3666.4,3665.44,3665.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280260000.0,3665.54,3665.91,3664.37,3664.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280320000.0,3664.38,3665.43,3664.38,3664.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280380000.0,3664.51,3665.43,3663.44,3663.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280440000.0,3663.98,3664.45,3663.44,3663.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280500000.0,3663.49,3664.44,3662.99,3663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280560000.0,3663.0,3664.4,3663.0,3664.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280620000.0,3664.4,3664.4,3663.49,3663.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280680000.0,3663.49,3664.4,3663.49,3663.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280740000.0,3663.94,3664.4,3663.94,3664.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280800000.0,3664.17,3664.4,3664.17,3664.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280860000.0,3664.4,3664.4,3664.28,3664.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280920000.0,3664.28,3664.4,3662.51,3662.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758280980000.0,3662.99,3663.48,3662.52,3662.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281040000.0,3662.52,3663.47,3659.22,3662.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281100000.0,3662.61,3662.96,3661.9,3661.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281160000.0,3661.9,3662.73,3661.62,3661.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281220000.0,3661.62,3662.02,3660.4,3662.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281280000.0,3662.02,3662.49,3661.54,3662.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281340000.0,3662.49,3662.49,3660.93,3661.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281400000.0,3661.55,3662.02,3661.23,3661.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281460000.0,3661.23,3661.99,3661.04,3661.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281520000.0,3661.04,3661.51,3660.28,3660.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281580000.0,3660.55,3661.51,3659.88,3661.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281640000.0,3661.03,3662.02,3660.07,3661.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281700000.0,3661.08,3662.49,3661.08,3662.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281760000.0,3662.49,3662.5,3661.12,3662.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281820000.0,3662.5,3662.98,3662.02,3662.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281880000.0,3662.02,3662.98,3660.7,3662.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758281940000.0,3662.49,3662.49,3660.77,3662.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282000000.0,3662.01,3662.01,3661.04,3661.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282060000.0,3661.04,3661.49,3659.17,3660.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282120000.0,3660.55,3661.01,3659.76,3661.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282180000.0,3661.01,3661.01,3660.06,3660.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282240000.0,3660.06,3661.01,3660.06,3660.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282300000.0,3660.06,3661.03,3660.06,3661.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282360000.0,3661.03,3661.03,3660.06,3660.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282420000.0,3660.06,3661.03,3659.22,3660.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282480000.0,3660.54,3660.54,3659.57,3660.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282540000.0,3660.06,3660.55,3659.87,3659.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282600000.0,3659.87,3660.55,3659.6,3660.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282660000.0,3660.55,3660.99,3659.58,3660.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282720000.0,3660.06,3661.04,3659.6,3661.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282780000.0,3661.03,3661.34,3659.27,3661.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282840000.0,3661.33,3661.33,3658.44,3659.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282900000.0,3659.56,3660.06,3658.41,3659.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758282960000.0,3659.54,3659.54,3658.03,3658.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283020000.0,3658.04,3659.08,3658.04,3658.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283080000.0,3658.05,3659.57,3658.03,3659.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283140000.0,3659.56,3659.57,3658.65,3659.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283200000.0,3659.08,3660.22,3659.08,3659.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283260000.0,3659.39,3660.06,3659.39,3660.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283320000.0,3660.06,3665.07,3660.06,3662.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283380000.0,3662.5,3662.5,3662.22,3662.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283440000.0,3662.5,3662.5,3661.69,3661.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283500000.0,3661.7,3662.49,3660.76,3662.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283560000.0,3662.49,3662.49,3660.01,3660.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283620000.0,3660.01,3661.42,3658.61,3659.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283680000.0,3659.48,3661.34,3659.48,3659.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283740000.0,3659.98,3661.49,3659.98,3660.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283800000.0,3660.2,3662.49,3660.2,3660.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283860000.0,3660.82,3663.75,3660.82,3662.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283920000.0,3662.27,3662.99,3662.27,3662.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758283980000.0,3662.71,3663.47,3662.44,3662.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284040000.0,3662.5,3663.47,3661.73,3662.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284100000.0,3662.41,3662.99,3662.41,3662.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284160000.0,3662.74,3662.99,3662.74,3662.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284220000.0,3662.95,3662.99,3662.24,3662.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284280000.0,3662.34,3662.53,3662.09,3662.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284340000.0,3662.53,3662.99,3662.53,3662.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284400000.0,3662.54,3663.91,3662.53,3662.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284460000.0,3662.53,3663.52,3662.53,3662.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284520000.0,3662.53,3662.53,3659.91,3662.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758284580000.0,3662.09,3662.09,3659.47,3659.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
