timestamp,bid_price,bid_size,ask_price,ask_size
2025-09-18T19:31:18.081303,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.086802,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.094056,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.476817,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.497149,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.501439,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.505375,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.599108,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:18.601423,0.67,4159.6,0.67696,4149.3
2025-09-18T19:31:18.765054,0.67,4159.6,0.67696,4149.3
2025-09-18T19:31:19.063490,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.069113,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.323130,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.326236,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.331410,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.337560,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.499330,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.504198,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.511556,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.610233,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.613131,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.616722,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.729861,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.736224,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:19.746513,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:20.137477,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:20.521893,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:20.526461,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:20.886121,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:20.905571,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:20.913489,0.67,19085.1,0.67696,2000.0
2025-09-18T19:31:20.922374,0.67,19085.1,0.67696,2000.0
2025-09-18T19:31:20.926101,0.67,19085.1,0.67696,2000.0
2025-09-18T19:31:21.195061,0.67,19085.1,0.67696,2000.0
2025-09-18T19:31:21.202740,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.209434,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.572334,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.582119,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.584725,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.798746,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.802621,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:21.808568,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.309285,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.410216,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.415344,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.420429,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.563056,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.727524,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.732084,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.738028,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:22.745789,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:23.116529,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:23.230086,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:23.234630,0.67,4159.6,0.67696,2000.0
2025-09-18T19:31:23.317611,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:23.762973,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:23.769889,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:23.776919,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:23.784325,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:24.487672,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:24.488764,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:24.492715,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:25.105873,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:25.107386,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:25.108517,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:25.108738,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:25.487631,0.67,4159.6,0.67806,1056.0
2025-09-18T19:31:25.511066,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:25.674131,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:25.971102,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:25.975364,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:25.979810,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:25.983087,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.025447,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.165599,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.280237,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.289593,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.808291,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.825276,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.825736,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.942674,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.949186,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.955318,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:26.957541,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.006968,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.013698,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.014502,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.243058,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.248088,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.250876,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.445529,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.506082,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.507160,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.510618,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.510967,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.561775,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.565662,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.572127,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.720024,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.747574,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.751763,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.756648,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.761857,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:27.877399,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.064334,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.075759,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.078740,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.086863,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.161214,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.215829,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.222665,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.232661,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.263053,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.276965,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.381453,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.401804,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.408819,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.409204,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.541555,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.544808,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.652248,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.658821,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.713661,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.715996,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:28.723410,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.005122,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.009851,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.136773,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.139700,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.216340,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.218005,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.259291,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.298107,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.302957,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.404351,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.416954,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.417883,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.537393,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.543904,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.563452,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.570745,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.572633,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.628151,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.630812,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.827909,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.830341,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.833847,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.891090,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.898786,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:29.923713,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.088258,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.104658,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.107788,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.108890,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.933082,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.956111,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.960092,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:30.962398,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.127971,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.133059,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.268936,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.270600,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.275879,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.628954,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.630894,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.633960,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.677591,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.678793,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.683378,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.739438,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.791874,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.793096,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:31.796104,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:32.118148,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:32.230886,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:32.233409,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:32.473231,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:32.721398,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.047940,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.051510,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.059330,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.074007,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.074216,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.180884,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.302650,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.311939,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.313761,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.333469,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.341631,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.345797,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.368839,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.371409,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.377777,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.427077,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.466765,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.474179,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.541725,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.543276,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.549260,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.647581,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.651138,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.655523,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.676088,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.684186,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.684744,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.708241,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.712736,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.765247,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.767836,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.768460,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.859124,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.864781,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:33.869368,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.126623,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.128361,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.150970,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.151334,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.151658,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.205222,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.209549,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.349565,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.356866,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.361340,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.718422,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.728020,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.732981,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.974137,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.983462,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.993109,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.993449,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:34.994313,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:35.720660,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:35.734028,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:35.734621,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:36.555725,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:36.560550,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:36.831410,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:36.834474,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.564619,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.730847,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.737735,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.747726,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.748766,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.772296,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.773998,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.778405,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.856684,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.867646,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:37.884482,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.014829,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.015852,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.023585,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.067058,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.073164,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.090682,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.096347,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.339690,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.348280,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.349330,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.355629,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.545234,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.548745,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.550517,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.762415,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.772278,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:38.774012,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.073049,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.357087,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.496026,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.503002,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.504517,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.537066,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:39.540713,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:40.019779,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:40.035452,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:40.040765,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:40.041443,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:40.979825,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.096036,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.097337,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.101903,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.400827,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.401669,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.403150,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:41.793193,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.537711,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.638735,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.644716,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.651253,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.758322,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.767800,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.773962,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.836206,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.923580,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.927193,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:42.931808,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:43.126424,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:43.250788,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:43.268199,0.67,4159.6,0.68061,67.1
2025-09-18T19:31:43.279092,0.67,4159.6,0.68061,67.1
